The Shawshank Redemption (1994)	9.3
The Godfather (1972)	9.2
The Godfather: Part II (1974)	9.0
The Dark Knight (2008)	9.0
12 Angry Men (1957)	9.0
The Lord of the Rings: The Return of the King (2003)	8.9
Schindler's List (1993)	8.9
Pulp Fiction (1994)	8.9
The Lord of the Rings: The Fellowship of the Ring (2001)	8.8
Inception (2010)	8.8
