2000,Adventure	7.88
2000,Animation	7.70
2000,Biography	7.80
2000,Comedy	7.94
2000,Crime	7.95
2000,Drama	7.93
2000,Fantasy	7.75
2000,Music	7.70
2000,Musical	8.00
2000,Mystery	8.40
2000,Romance	7.95
2000,Sport	7.80
2000,Thriller	8.05
2001,Action	8.35
2001,Adventure	8.17
2001,Animation	8.04
2001,Biography	7.90
2001,Comedy	7.94
2001,Crime	7.72
2001,Drama	7.88
2001,Family	8.10
2001,Fantasy	7.70
2001,History	7.65
2001,Horror	7.60
2001,Music	7.70
2001,Musical	8.10
2001,Mystery	7.83
2001,Romance	8.13
2001,Sci-Fi	8.00
2001,Thriller	7.72
2001,War	7.73
2002,Action	7.98
2002,Adventure	8.03
2002,Biography	8.30
2002,Comedy	7.70
2002,Crime	7.91
2002,Drama	7.92
2002,History	7.90
2002,Horror	7.60
2002,Music	8.50
2002,Mystery	7.80
2002,Romance	7.90
2002,Sci-Fi	7.60
2002,Thriller	7.73
2003,Action	8.22
2003,Adventure	8.16
2003,Animation	7.90
2003,Comedy	7.82
2003,Crime	7.94
2003,Drama	7.95
2003,Fantasy	8.00
2003,Musical	8.05
2003,Mystery	8.13
2003,Romance	7.77
2003,Thriller	7.60
2004,Action	7.87
2004,Adventure	7.98
2004,Animation	8.10
2004,Biography	7.88
2004,Comedy	7.87
2004,Crime	7.80
2004,Drama	7.87
2004,Family	7.87
2004,Fantasy	7.80
2004,History	8.15
2004,Horror	7.75
2004,Music	7.80
2004,Musical	7.80
2004,Mystery	7.63
2004,Romance	7.95
2004,Sci-Fi	7.97
2004,Sport	8.10
2004,Thriller	7.70
2004,War	8.10
2005,Action	7.95
2005,Adventure	7.90
2005,Biography	7.87
2005,Comedy	7.85
2005,Crime	7.80
2005,Drama	7.88
2005,Family	8.00
2005,Fantasy	7.70
2005,History	7.85
2005,Music	7.75
2005,Romance	7.70
2005,Sci-Fi	8.00
2005,Sport	7.80
2005,Thriller	7.80
2006,Action	7.77
2006,Adventure	7.89
2006,Animation	7.70
2006,Biography	7.77
2006,Comedy	7.95
2006,Crime	7.90
2006,Drama	7.90
2006,Fantasy	7.82
2006,History	7.70
2006,Mystery	8.03
2006,Romance	8.10
2006,Sci-Fi	8.20
2006,Thriller	8.12
2006,War	7.95
2007,Action	7.82
2007,Adventure	7.90
2007,Animation	8.00
2007,Biography	7.87
2007,Comedy	7.90
2007,Crime	7.79
2007,Drama	7.88
2007,Family	8.07
2007,Fantasy	7.75
2007,Music	7.70
2007,Mystery	7.80
2007,Romance	7.83
2007,Sport	8.20
2007,Thriller	8.05
2008,Action	8.10
2008,Adventure	8.00
2008,Animation	8.05
2008,Biography	7.80
2008,Comedy	7.80
2008,Crime	8.07
2008,Drama	7.92
2008,Family	8.40
2008,Fantasy	7.85
2008,History	7.75
2008,Music	8.10
2008,Romance	7.90
2008,Sci-Fi	7.90
2008,Sport	7.90
2008,Thriller	7.73
2008,War	7.80
2009,Action	7.75
2009,Adventure	7.81
2009,Animation	7.90
2009,Biography	7.85
2009,Comedy	7.94
2009,Crime	7.78
2009,Drama	7.93
2009,Family	7.75
2009,Fantasy	7.73
2009,History	7.80
2009,Mystery	7.84
2009,Romance	7.92
2009,Sci-Fi	7.90
2009,Sport	7.60
2009,Thriller	7.95
2009,War	8.30
2010,Action	8.02
2010,Adventure	8.02
2010,Animation	7.84
2010,Biography	7.83
2010,Comedy	7.76
2010,Crime	7.76
2010,Drama	7.88
2010,Family	7.65
2010,Fantasy	7.70
2010,History	8.00
2010,Mystery	8.25
2010,Romance	7.65
2010,Sci-Fi	8.80
2010,Sport	7.80
2010,Thriller	8.00
2010,War	8.30
2010,Western	7.60
2011,Action	7.83
2011,Adventure	7.90
2011,Biography	8.05
2011,Comedy	7.96
2011,Crime	7.83
2011,Drama	7.92
2011,Fantasy	7.90
2011,Horror	7.60
2011,Music	7.70
2011,Musical	7.70
2011,Mystery	7.80
2011,Romance	7.73
2011,Sci-Fi	7.70
2011,Sport	7.90
2011,Thriller	7.60
2012,Action	8.02
2012,Adventure	7.92
2012,Animation	7.90
2012,Biography	7.95
2012,Comedy	7.90
2012,Crime	8.00
2012,Drama	7.94
2012,Family	7.80
2012,Fantasy	7.97
2012,Music	7.70
2012,Mystery	7.85
2012,Romance	7.86
2012,Sci-Fi	8.00
2012,Thriller	7.77
2012,Western	8.40
2013,Action	7.90
2013,Adventure	7.87
2013,Animation	7.90
2013,Biography	7.98
2013,Comedy	7.82
2013,Crime	8.03
2013,Drama	7.94
2013,Fantasy	7.80
2013,History	8.10
2013,Mystery	7.90
2013,Romance	7.85
2013,Sci-Fi	7.80
2013,Sport	7.95
2013,Thriller	8.00
2013,War	8.20
2014,Action	7.84
2014,Adventure	7.91
2014,Animation	7.82
2014,Biography	7.88
2014,Comedy	7.90
2014,Crime	7.94
2014,Drama	7.96
2014,Family	7.70
2014,Horror	7.70
2014,Music	8.50
2014,Musical	8.10
2014,Mystery	8.10
2014,Romance	7.70
2014,Sci-Fi	7.96
2014,Thriller	7.97
2015,Action	7.94
2015,Adventure	7.97
2015,Animation	7.90
2015,Biography	7.90
2015,Comedy	7.86
2015,Crime	7.93
2015,Drama	7.83
2015,History	7.73
2015,Mystery	8.07
2015,Romance	7.65
2015,Sci-Fi	8.00
2015,Sport	7.60
2015,Thriller	7.90
2015,War	7.75
2016,Action	7.89
2016,Adventure	7.84
2016,Animation	7.98
2016,Biography	8.02
2016,Comedy	7.89
2016,Crime	7.83
2016,Drama	7.96
2016,Family	8.10
2016,Fantasy	8.40
2016,History	7.97
2016,Music	7.95
2016,Mystery	8.10
2016,Romance	8.10
2016,Sci-Fi	7.83
2016,Sport	7.80
2016,Thriller	8.10
2017,Action	7.91
2017,Adventure	7.93
2017,Animation	8.10
2017,Biography	7.93
2017,Comedy	7.88
2017,Crime	7.94
2017,Drama	7.90
2017,Family	8.07
2017,History	8.10
2017,Horror	7.70
2017,Mystery	7.80
2017,Romance	7.80
2017,Sci-Fi	8.10
2017,Thriller	7.70
2018,Action	8.00
2018,Adventure	7.95
2018,Animation	7.97
2018,Biography	8.10
2018,Comedy	7.95
2018,Crime	8.10
2018,Drama	8.02
2018,Fantasy	8.30
2018,Horror	8.30
2018,Music	7.97
2018,Mystery	7.60
2018,Romance	7.60
2018,Sci-Fi	8.40
2018,Thriller	7.70
2018,War	8.20
2019,Action	8.10
2019,Adventure	8.00
2019,Animation	8.00
2019,Biography	7.84
2019,Comedy	7.95
2019,Crime	7.94
2019,Drama	8.01
2019,History	7.60
2019,Music	7.90
2019,Romance	7.95
2019,Thriller	8.47
2019,War	8.10
2020,Adventure	8.10
2020,Animation	8.10
2020,Biography	8.60
2020,Comedy	7.93
2020,Drama	8.14
2020,History	8.20
2020,Romance	7.90
2020,Thriller	7.80
